COMMAND  PID    USER   FD   TYPE             DEVICE    SIZE/OFF    NODE NAME
java    8870 jenkins  mem    REG              252,0       14276 1181972 /data/jenkins/plugins/pipeline-model-api/WEB-INF/lib/jackson-datatype-json-org-2.2.3.jar
java    8870 jenkins  mem    REG              252,0       16615 1182673 /data/jenkins/plugins/envinject/WEB-INF/lib/envinject-lib-1.24.jar
java    8870 jenkins  mem    REG              252,0      147967 1182660 /data/jenkins/plugins/envinject/WEB-INF/lib/envinject.jar
java    8870 jenkins  mem    REG              252,0      125517 1182507 /data/jenkins/plugins/jobConfigHistory/WEB-INF/lib/jobConfigHistory.jar
java    8870 jenkins  mem    REG              252,0       30360 1182504 /data/jenkins/plugins/jobConfigHistory/WEB-INF/lib/diffutils-1.2.1.jar
java    8870 jenkins  mem    REG              252,0      303658  422995 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/commons-net-3.5.jar
java    8870 jenkins  mem    REG              252,0        7623  423037 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven33-agent-1.8.1.jar
java    8870 jenkins  mem    REG              252,0       61308  422973 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/plexus-interpolation-1.16.jar
java    8870 jenkins  mem    REG              252,0      205307  422963 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/org.eclipse.sisu.plexus-0.3.3.jar
java    8870 jenkins  mem    REG              252,0       14567  423004 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/lib-jenkins-maven-artifact-manager-1.2.jar
java    8870 jenkins  mem    REG              252,0       13350  422986 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/plexus-cipher-1.7.jar
java    8870 jenkins  mem    REG              252,0        9592  423003 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jsch.agentproxy.core-0.0.9.jar
java    8870 jenkins  mem    REG              252,0       15286  423017 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/wagon-ssh-external-2.12.jar
java    8870 jenkins  mem    REG              252,0        7646  423008 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven32-agent-1.8.1.jar
java    8870 jenkins  mem    REG              252,0        7633  422977 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven31-agent-1.8.1.jar
java    8870 jenkins  mem    REG              252,0        4370  422982 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jsch.agentproxy.jsch-0.0.9.jar
java    8870 jenkins  mem    REG              252,0       28555  423026 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/plexus-sec-dispatcher-1.3.jar
java    8870 jenkins  mem    REG              252,0        2497  422965 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/javax.inject-1.jar
java    8870 jenkins  mem    REG              252,0      172775  423022 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/aether-impl-1.1.0.jar
java    8870 jenkins  mem    REG              252,0       12046  393299 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/wagon-http-shared-2.12.jar
java    8870 jenkins  mem    REG              252,0       41427  423029 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-settings-builder-3.1.0.jar
java    8870 jenkins  mem    REG              252,0       14526  423015 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven3-interceptor-1.8.1.jar
java    8870 jenkins  mem    REG              252,0       12166  423040 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jsch.agentproxy.connector-factory-0.0.9.jar
java    8870 jenkins  mem    REG              252,0       52173  423033 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-artifact-3.1.0.jar
java    8870 jenkins  mem    REG              252,0       26679  422994 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/wagon-ssh-common-2.12.jar
java    8870 jenkins  mem    REG              252,0        7696  422996 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven3-agent-1.8.1.jar
