23847 intern Strings occupying 2787752 bytes.
class_loader	classes	bytes	parent_loader	alive?	type
0x00002b445c95d4e0	1	1920	0x00002b445bf1e288	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445cdeb098	1	3080	0x00002b445bfa11d8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c848ab8	8	88912	0x00002b445bf95df8	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445e46c458	1	1920	0x00002b445bfeb978	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445de75f20	0	0	0x00002b445bf98140	dead	org/kohsuke/stapler/jelly/groovy/GroovyClassLoaderTearOff$2@0x00002b444f8ac078
0x00002b445f30fd90	1	3080	0x00002b445bf26348	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f4dc3a8	11	210872	0x00002b445bde8bb8	dead	org/codehaus/groovy/runtime/callsite/CallSiteClassLoader@0x00002b444eac56c0
0x00002b445bfff380	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445c8d4dc0	32	264872	0x00002b445bee62d0	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445c9566b8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c70c120	1	3320	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445be5c520	236	1924960	0x00002b445be5c5a8	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b445de49420	0	0	0x00002b445bfb80a8	dead	org/kohsuke/stapler/jelly/groovy/GroovyClassLoaderTearOff$2@0x00002b444f8ac078
0x00002b445e4578c0	1	3096	0x00002b445bfeb978	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f65e350	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f060e0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f67efa8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445d4c53e0	5	22328	0x00002b445bde8bb8	dead	hudson/remoting/RemoteClassLoader@0x00002b444f589b50
0x00002b445bfba620	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445c95abc8	1	3080	0x00002b445bfa11d8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445dc7a318	4	16120	0x00002b445bde8bb8	dead	hudson/remoting/RemoteClassLoader@0x00002b444f589b50
0x00002b445eb34818	1	3080	0x00002b445be5c520	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c958138	1	3080	0x00002b445bfc5c50	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d7630	20	164480	0x00002b445bf8ec88	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445e41caf0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f2ae970	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c957f30	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445bf7c068	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445d102198	14	67528	0x00002b445ba956d0	dead	com/thoughtworks/xstream/core/util/CompositeClassLoader@0x00002b444c344828
0x00002b445d4d8d88	2	7032	0x00002b445bde8bb8	dead	hudson/remoting/RemoteClassLoader@0x00002b444f589b50
0x00002b445d36d9a8	1	3064	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6fc9e10	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d7eb8	32	259584	0x00002b445bee3a40	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b44a6fcc378	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c956e08	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d4e28	20	173568	0x00002b445bf6e908	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445c95b1b8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445dcb8260	4	16120	0x00002b445bde8bb8	dead	hudson/remoting/RemoteClassLoader@0x00002b444f589b50
0x00002b445ddbb030	1	3064	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445e2662d8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f615a28	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445bfe94e8	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445bf52078	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445bfe6af8	25	200216	0x00002b445bfe6b80	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b44a6f06b90	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445bf1f4d0	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445befac08	8	79872	0x00002b445befac90	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b445c95e450	1	3080	0x00002b445bfa11d8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f30b220	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c202068	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445d335918	1	3080	0x00002b445be5c520	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c02d828	1	1936	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445be97cf8	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445f30e7e8	1	3096	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f97838	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445dd851f8	1	3080	0x00002b445bfcec28	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445ddba9b0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c956578	1	3080	0x00002b445bebed48	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d75c8	10	99320	0x00002b445bf9a698	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445bf74a08	105	883432	0x00002b445bf74a90	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b445bee6358	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445c9582d8	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c9593e8	1	3080	0x00002b445bf1e288	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95a820	1	3080	0x00002b445bee62d0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445cd7b1e0	0	0	0x00002b445ba956d0	dead	com/thoughtworks/xstream/core/util/ClassLoaderReference@0x00002b444c31a570
0x00002b445dcbb100	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a701ff00	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f952d0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445e6440e8	0	0	0x00002b445e6441a0	dead	org/codehaus/plexus/classworlds/realm/ClassRealm@0x00002b445017cdb0
0x00002b445c957cc0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445bf3bcd0	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445f611ed0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f30cd08	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c957420	1	3080	0x00002b445bfe6af8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c956510	1	3080	0x00002b445bebed48	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445d35f688	1	3064	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445e7ca6a8	0	0	0x00002b445bde8bb8	dead	org/codehaus/plexus/classworlds/realm/ClassRealm@0x00002b445017cdb0
0x00002b445f60f3b8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f436f0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f47230	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445dd85190	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c201bf0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f613458	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95d750	1	3080	0x00002b445be4d708	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8433c0	38	318480	0x00002b445bfd1378	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445be3c2b0	42	377304	0x00002b445be3eff8	dead	hudson/PluginFirstClassLoader@0x00002b444cac9140
0x00002b445bfba598	100	923600	0x00002b445bfba620	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b445c95dfd8	1	3080	0x00002b445be4d708	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f41c10	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c958a28	1	3080	0x00002b445bee62d0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c959380	1	3080	0x00002b445bf1e288	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d39d8	12	100784	0x00002b445bdffdd8	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445be52110	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b44a7065a30	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c956da0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f5d48a8	1	3080	0x00002b445bee62d0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c202000	1	3080	0x00002b445bf23df0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d64a8	78	574952	0x00002b445bf776b0	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b44a6fcf390	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c955ee0	1	6056	0x00002b445ba956d0	dead	com/thoughtworks/xstream/core/util/ClassLoaderReference@0x00002b444c31a570
0x00002b44a6ff03b0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f050d8	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95df08	1	3080	0x00002b445be4d708	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c958af8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445befac90	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445f65e8a8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d7560	11	110672	0x00002b445bee1188	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445bfe9460	53	410720	0x00002b445bfe94e8	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b44a6f441a0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445be61c60	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b44a6fcae18	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c958270	1	3080	0x00002b445be61bd8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95a888	1	3080	0x00002b445be4d708	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c9574f0	1	1920	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d6440	17	178568	0x00002b445bf51ff0	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445bf1f448	39	386904	0x00002b445bf1f4d0	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b445de29370	0	0	0x00002b445be80830	dead	org/kohsuke/stapler/jelly/groovy/GroovyClassLoaderTearOff$2@0x00002b444f8ac078
0x00002b445ddbb098	1	3064	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445be97c70	35	341552	0x00002b445be97cf8	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b44a6f92d40	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95d7b8	1	3080	0x00002b445bfeb978	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a70634c8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c957c58	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445bf3bc48	182	1568472	0x00002b445bf3bcd0	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b445f29df08	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d4e90	12	115648	0x00002b445bebc6f0	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445c9565e0	1	3080	0x00002b445be61bd8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445bf02a28	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445bf74a90	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b44a6f907d8	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445e41d048	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445e651f48	5	22968	0x00002b445ba956d0	dead	org/sonatype/guice/plexus/scanners/CloningClassLoader@0x00002b4450266370
0x00002b445bfad0a0	129	1032608	0x00002b445bfad128	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b44a7060f60	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a701c438	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f2a3608	1	3080	0x00002b445bee62d0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c959318	1	3080	0x00002b445bf1e288	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c849030	7	78120	0x00002b445be82d30	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b44a6ff2918	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6ff5e88	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445bfd1378	230	1954616	0x00002b445bfd1400	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b445f2a8cc8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d4ef8	8	87936	0x00002b445be97c70	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b44a6f03620	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c846688	8	86880	0x00002b445bf1f448	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445d1c8100	1	3064	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c201b50	1	3080	0x00002b445bf51ff0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95b150	1	3080	0x00002b445bfeb978	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a7019978	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c957488	1	3080	0x00002b445bfe6af8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f67f500	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c958208	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c958a90	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95a8f0	1	3080	0x00002b445be4d708	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6d9eac8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f4db730	1	1920	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f680508	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445dd85128	1	3064	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a701eef8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445e457340	1	1920	0x00002b445bfeb978	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95df70	1	3080	0x00002b445be4d708	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95e4b8	1	1920	0x00002b445bfeb978	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f29e488	1	3096	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6fcc8d0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c956d38	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445dd850c0	1	3064	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c958b60	1	3080	0x00002b445bf1b9d8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95b0a8	2	2176	0x00002b445bde8bb8	dead	org/codehaus/groovy/reflection/SunClassLoader@0x00002b444eaa83a0
0x00002b445c956440	1	3080	0x00002b445bebed48	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445bfc5cd8	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445dd2b390	1	1920	0x00002b445bee62d0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f610ec8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f30dd10	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d74f8	8	86256	0x00002b445bf74468	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445c956cd0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f96830	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f942c8	1	3080	0x00002b445bee62d0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95d618	1	3080	0x00002b445bfeb978	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445ddfa040	0	0	0x00002b445bf6e908	dead	org/kohsuke/stapler/jelly/groovy/GroovyClassLoaderTearOff$2@0x00002b444f8ac078
0x00002b445c957df8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c9637f0	1	3080	0x00002b445bfad0a0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445e2672e0	1	3064	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445dd134c8	4	16120	0x00002b445bde8bb8	dead	hudson/remoting/RemoteClassLoader@0x00002b444f589b50
0x00002b445f612428	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f2ac170	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f07b98	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c957558	1	3064	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445bf95e80	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445f614a20	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f2a5148	1	3080	0x00002b445bee62d0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445babb0d0	228	1885600	0x00002b445ba956d0	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b445c95dea0	1	3080	0x00002b445be4d708	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445bf4ee28	41	340600	0x00002b445bf4eeb0	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b44a6fce388	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c02d1c0	14	67528	0x00002b445ba956d0	dead	com/thoughtworks/xstream/core/util/CompositeClassLoader@0x00002b444c344828
0x00002b445de0f070	0	0	0x00002b445bf26348	dead	org/kohsuke/stapler/jelly/groovy/GroovyClassLoaderTearOff$2@0x00002b444f8ac078
0x00002b445bf1b9d8	46	436544	0x00002b445bf1ba60	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b445dcb5f48	4	16120	0x00002b445bde8bb8	dead	hudson/remoting/RemoteClassLoader@0x00002b444f589b50
0x00002b445c9583a8	1	3080	0x00002b445bfc5c50	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f2a04d8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445be80830	59	486992	0x00002b445be808b8	dead	java/net/URLClassLoader@0x00002b444b9feea0
0x00002b445c95a958	1	3080	0x00002b445bf1e288	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a7064a28	1	3080	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d4f60	12	113832	0x00002b445bf029a0	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445bfad128	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445f60e380	1	3080	0x00002b445bee62d0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c8d7490	8	86664	0x00002b445bfb80a8	dead	com/google/inject/internal/BytecodeGen$BridgeClassLoader@0x00002b444d840f18
0x00002b445c963788	1	3064	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445e6441a0	0	0	0x00002b445bfeb978	dead	hudson/maven/MavenUtil$MaskingClassLoader@0x00002b4450198328
0x00002b44a6f40c08	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445bfe6b80	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445bf263d0	0	0	0x00002b445bdffee8	dead	hudson/ClassicPluginStrategy$DependencyClassLoader@0x00002b444caccd10
0x00002b445c201ad8	14	67528	0x00002b445ba956d0	dead	com/thoughtworks/xstream/core/util/CompositeClassLoader@0x00002b444c344828
0x00002b445dce4c30	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445f2aa780	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c957d90	1	3080	0x00002b445bebc6f0	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f426e8	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c9592b0	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b44a6f46228	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95e520	1	3080	0x00002b445bde8bb8	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
0x00002b445c95d680	1	3064	  null  	dead	sun/reflect/DelegatingClassLoader@0x00002b444b8a4048
