
 num     #instances         #bytes  class name
 424:           112           4480  com.thoughtworks.xstream.core.util.ThreadSafeSimpleDateFormat
 425:           112           4480  com.thoughtworks.xstream.core.util.ThreadSafeSimpleDateFormat$1
 426:           139           4448  hudson.model.queue.MappingWorksheet$Mapping
 427:           139           4448  [Lhudson.model.queue.MappingWorksheet$ExecutorChunk;
 428:           139           4448  hudson.util.ConsistentHash$2
 429:           139           4448  hudson.util.ConsistentHash$Table$1
 430:            92           4416  java.util.Collections$UnmodifiableMap
 431:            69           4336  [Lwinstone.FilterConfiguration;
 432:            90           4320  hudson.tasks.ArtifactArchiver
 433:           108           4320  com.tikal.jenkins.plugins.multijob.MultiJobBuilder
 434:           180           4320  org.sonatype.guice.bean.reflect.BeanPropertySetter
 435:           134           4288  org.sonatype.guice.plexus.scanners.PlexusXmlMetadata
 436:           105           4264  [[C
 437:           104           4160  hudson.scheduler.CronTab
 438:           128           4096  hudson.remoting.RemoteClassLoader$ClassLoaderProxy
 439:           144           4072  [Lorg.codehaus.groovy.ast.ClassNode;
 440:            63           4032  hudson.plugins.emailext.EmailType
 441:           124           3968  sun.reflect.generics.tree.Wildcard
 442:            98           3920  com.sun.org.apache.xerces.internal.util.SymbolHash$Entry
 443:            35           3920  hudson.model.ListView
 444:            97           3880  sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl
 445:           160           3840  sun.reflect.generics.tree.TypeVariableSignature
 446:            80           3840  hudson.remoting.Response
 447:            60           3840  com.google.common.collect.RegularImmutableMap
 448:            53           3816  sun.net.www.MimeEntry
 449:            95           3800  sun.security.util.DerValue
 450:            95           3800  sun.security.util.DerInputBuffer
 451:            95           3800  hudson.plugins.ws_cleanup.PreBuildCleanup
 452:           118           3776  java.util.Collections$SynchronizedSet
 453:            92           3680  sun.security.x509.RDN
 454:            91           3640  hudson.triggers.TimerTrigger
 455:            90           3600  org.codehaus.groovy.reflection.CachedField
 456:            16           3584  hudson.remoting.Channel
 457:            28           3584  com.thoughtworks.xstream.mapper.AnnotationMapper
 458:           110           3520  hudson.maven.ModuleName
 459:            62           3472  java.io.PrintStream
 460:           144           3456  $Proxy37
 461:           144           3456  java.lang.Character
 462:            47           3384  sun.java2d.loops.MaskFill
 463:           141           3384  java.util.Collections$EmptySet$1
 464:            30           3360  org.codehaus.groovy.ast.FieldNode
 465:            70           3360  org.apache.maven.model.RepositoryPolicy
 466:           139           3336  hudson.model.LoadBalancer$1$1
 467:            16           3328  hudson.slaves.ChannelPinger$1
 468:            18           3312  hudson.slaves.SlaveComputer
 469:           138           3312  org.sonatype.guice.bean.inject.BeanInjector
 470:            10           3280  winstone.WinstoneRequest
 471:           102           3264  org.jfree.ui.about.Contributor
 472:            68           3264  hudson.scm.CvsModule
 473:            51           3264  java.awt.Color
 474:            67           3216  org.kohsuke.stapler.jelly.groovy.GroovyFacet$1
 475:            67           3216  org.kohsuke.stapler.jelly.JellyClassTearOff
 476:            80           3200  java.io.ByteArrayInputStream
 477:           200           3200  hudson.plugins.timestamper.TimestamperBuildWrapper
 478:            66           3168  hudson.node_monitors.DiskSpaceMonitorDescriptor$DiskSpace
 479:            66           3168  java.io.OutputStreamWriter
 480:             3           3144  [Ljava.util.TimerTask;
 481:            78           3120  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
 482:            65           3120  hudson.model.ChoiceParameterDefinition
 483:           130           3120  com.thoughtworks.xstream.converters.reflection.SerializationMethodInvoker
 484:            97           3104  org.apache.commons.logging.impl.Jdk14Logger
 485:            88           3080  [Lorg.codehaus.groovy.ast.Parameter;
