
 num     #instances         #bytes  class name
 232:          2544          61056  hudson.ExtensionComponent
 233:          2540          60960  org.jenkinsci.plugins.pipeline.modeldefinition.ast.ModelASTNamedArgumentList
 234:          3675          60864  [Lsun.reflect.generics.tree.TypeSignature;
 235:          2535          60840  com.google.inject.TypeLiteral
 236:          1901          60832  hudson.remoting.Checksum
 237:          2514          60336  hudson.remoting.ProxyOutputStream$Unexport$1
 238:          2507          60168  java.util.Date
 239:          2504          60096  com.google.common.base.Suppliers$MemoizingSupplier
 240:          1500          60000  org.kohsuke.stapler.MetaClass$11
 241:          1857          59424  java.util.regex.Pattern$Curly
 242:          1477          59080  jenkins.model.lazy.BuildReference$DefaultHolderFactory$SoftHolder
 243:          1840          58880  sun.security.util.ObjectIdentifier
 244:          2411          57864  java.util.Arrays$ArrayList
 245:          2400          57600  java.util.regex.Pattern$GroupTail
 246:          2399          57576  java.util.regex.Pattern$GroupHead
 247:          2379          57096  sun.reflect.NativeConstructorAccessorImpl
 248:          2341          56184  com.google.inject.internal.ProvisionListenerStackCallback
 249:          2341          56176  [Lcom.google.inject.spi.ProvisionListener;
 250:          2340          56160  com.google.inject.internal.ProvisionListenerCallbackStore$KeyBinding
 251:          2332          55968  com.google.inject.internal.ConstructionContext
 252:          2332          55968  com.google.inject.internal.InternalFactoryToProviderAdapter
 253:          2332          55968  com.google.inject.internal.ProviderToInternalFactoryAdapter
 254:          1159          55632  java.beans.BeanDescriptor
 255:          2313          55512  hudson.ExtensionFinder$GuiceFinder$FaultTolerantScope$1
 256:          2313          55512  net.java.sezpoz.IndexItem$AnnotationProxy
 257:          2278          54672  com.google.inject.internal.DefaultConstructionProxyFactory$1
 258:          2278          54672  com.google.inject.internal.cglib.reflect.$FastConstructor
 259:          1701          54432  java.lang.invoke.LambdaForm$Name
 260:          2260          54240  org.jenkinsci.plugins.pipeline.modeldefinition.ast.ModelASTKeyValueOrMethodCallPair
 261:          3357          53712  org.apache.commons.jelly.impl.ScriptBlock
 262:          1637          52384  java.util.zip.ZipCoder
 263:           141          50680  [[C
 264:          2105          50520  org.codehaus.groovy.util.ManagedConcurrentLinkedQueue$Element
 265:          3117          49872  java.util.HashSet
 266:          2075          49800  com.google.common.collect.RegularImmutableMap$TerminalEntry
 267:          2059          49416  com.google.inject.internal.InjectorImpl$2
 268:          3076          49216  org.codehaus.groovy.ast.ClassNode$MapOfLists
 269:          1530          48960  java.util.logging.LogManager$LogNode
 270:           611          48880  org.apache.commons.jelly.tags.core.CoreTagLibrary$3
 271:           405          48528  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry;
 272:          1988          47712  org.apache.commons.io.output.CountingOutputStream
 273:          1975          47400  com.cloudbees.groovy.cps.MethodLocation
 274:           977          46896  org.codehaus.groovy.ast.expr.ClassExpression
 275:          1952          46848  [Lcom.cloudbees.groovy.cps.sandbox.CallSiteTag;
 276:          2908          46528  com.google.common.cache.LocalCache$LocalLoadingCache
 277:          1159          46360  java.beans.GenericBeanInfo
 278:           959          46032  java.util.zip.Inflater
 279:          1909          45816  com.cloudbees.groovy.cps.impl.CpsFunction
 280:          2859          45744  org.kohsuke.stapler.CachingScriptLoader$1
 281:           953          45744  org.kohsuke.stapler.MetaClass
 282:          2856          45696  com.cloudbees.groovy.cps.LValueBlock$BlockImpl
 283:          1900          45600  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl
 284:          1129          45160  java.math.BigInteger
 285:          1391          44512  sun.reflect.generics.repository.ClassRepository
 286:          1854          44496  com.thoughtworks.xstream.core.util.FastField
 287:           550          44000  org.kohsuke.stapler.jelly.CustomTagLibrary$1
 288:          1831          43944  java.util.ArrayDeque
 289:          1354          43328  java.util.regex.Pattern$Branch
 290:          1077          43080  org.codehaus.groovy.ast.stmt.ReturnStatement
 291:          1792          43008  java.util.regex.Pattern$Slice
 292:          1343          42976  com.cloudbees.groovy.cps.impl.CpsClosureDef
 293:           535          42800  org.apache.commons.jelly.tags.core.CoreTagLibrary$1
 294:          2669          42704  sun.reflect.DelegatingConstructorAccessorImpl
 295:          1732          41568  org.jenkinsci.plugins.pipeline.modeldefinition.ast.ModelASTBranch
 296:          1715          41160  java.util.regex.Pattern$1
 297:           839          40272  com.cloudbees.groovy.cps.impl.ClosureCallEnv
 298:          1678          40272  com.cloudbees.groovy.cps.impl.VariableDeclBlock
 299:          1354          40112  [Ljava.util.regex.Pattern$Node;
 300:          2504          40064  com.google.inject.Key$1
 301:           416          39936  java.util.jar.JarFile$JarFileEntry
 302:          1642          39408  com.cloudbees.groovy.cps.impl.IfBlock
 303:           269          38736  java.text.DecimalFormat
 304:          1604          38496  com.thoughtworks.xstream.io.path.Path
 305:             8          37504  [Lorg.apache.commons.collections.map.AbstractHashedMap$HashEntry;
 306:          1172          37504  sun.security.util.DerInputBuffer
 307:          1172          37504  sun.security.util.DerValue
 308:           333          37296  java.util.GregorianCalendar
 309:          2313          37008  com.google.inject.internal.Scoping$6
 310:          2311          36976  com.sun.proxy.$Proxy29
 311:          1526          36624  org.codehaus.groovy.runtime.metaclass.MetaMethodIndex$CacheEntry
 312:          2278          36448  com.google.inject.internal.DefaultConstructionProxyFactory
 313:          2270          36320  com.sun.proxy.$Proxy15
 314:          1488          35712  com.thoughtworks.xstream.core.util.PrioritizedList$PrioritizedItem
 315:          1488          35712  org.jenkinsci.plugins.pipeline.modeldefinition.ast.ModelASTScriptBlock
 316:           556          35584  java.lang.ClassValue$ClassValueMap
 317:          1478          35472  jenkins.model.lazy.BuildReference
 318:          1437          34488  sun.reflect.generics.scope.ClassScope
 319:          2146          34336  java.util.LinkedHashMap$LinkedEntrySet
 320:          1069          34208  hudson.model.Descriptor$PropertyType
 321:           710          34080  java.nio.HeapByteBuffer
 322:           472          33984  org.codehaus.groovy.ast.expr.VariableExpression
 323:          1391          33384  sun.reflect.generics.tree.ClassSignature
 324:          1372          32928  com.trilead.ssh2.channel.FifoBuffer$Page
 325:          2045          32720  java.util.LinkedHashMap$LinkedValues
 326:           814          32560  com.cloudbees.groovy.cps.impl.FunctionCallEnv
 327:           335          32160  sun.util.calendar.Gregorian$Date
 328:           162          31752  [Lcom.google.common.collect.RegularImmutableMap$LinkedEntry;
 329:           988          31616  org.h2.value.ValueTimestamp
 330:          1313          31512  com.thoughtworks.xstream.core.util.OrderRetainingMap$ArraySet
 331:          1967          31472  com.cloudbees.groovy.cps.impl.MapBlock
 332:           785          31400  sun.nio.cs.UTF_8$Decoder
 333:           973          31136  hudson.model.StringParameterDefinition
 334:           777          31080  org.jboss.marshalling.reflect.SerializableField
 335:           546          30576  org.codehaus.groovy.ast.GenericsType
 336:           953          30496  org.kohsuke.stapler.jelly.JellyClassTearOff
 337:           627          30096  java.lang.invoke.LambdaForm
 338:          1857          29712  sun.reflect.generics.tree.TypeVariableSignature
 339:           927          29664  org.apache.commons.jexl.parser.ASTMethod
 340:           632          29240  [Ljava.lang.invoke.LambdaForm$Name;
 341:           608          29184  io.jenkins.blueocean.commons.stapler.export.MethodProperty
 342:          1215          29160  sun.reflect.generics.tree.Wildcard
 343:           897          28704  com.google.common.collect.RegularImmutableList
 344:           707          28280  hudson.model.UpdateSite$Warning
 345:           504          28224  jenkins.branch.MultiBranchProject$BranchIndexing
 346:          1172          28128  sun.security.util.DerInputStream
 347:           873          27936  org.apache.commons.jexl.parser.ASTExpressionExpression
 348:           218          27904  hudson.plugins.git.GitSCM
 349:          1738          27808  com.cloudbees.groovy.cps.impl.ReturnBlock
 350:           384          27648  org.codehaus.groovy.reflection.CachedClass
 351:          1150          27600  [Lsun.security.x509.AVA;
 352:          1150          27600  sun.security.x509.AVA
 353:          1150          27600  sun.security.x509.RDN
 354:           860          27520  org.eclipse.jetty.http.HttpField
 355:          1707          27312  org.kohsuke.stapler.lang.FieldRef$1
 356:           341          27280  sun.net.www.protocol.jar.URLJarFile
 357:          1681          26896  org.apache.commons.jelly.impl.DefaultTagFactory
 358:          1116          26784  java.util.regex.Pattern$Start
 359:          1108          26592  hudson.PluginWrapper$Dependency
 360:          1089          26136  hudson.model.TimeSeries
 361:           816          26112  org.codehaus.groovy.runtime.metaclass.MetaMethodIndex$Header
 362:          1391          26040  [Lsun.reflect.generics.tree.ClassTypeSignature;
 363:           540          25920  com.google.common.cache.LocalCache$StrongAccessEntry
 364:           536          25728  org.apache.commons.beanutils.WrapDynaClass
 365:          1068          25632  org.jenkinsci.plugins.workflow.cps.steps.ParallelStepExecution$ParallelLabelAction
 366:          1065          25560  com.cloudbees.workflow.rest.external.ErrorExt
 367:           454          25424  org.codehaus.groovy.ast.expr.ListExpression
 368:           786          25152  java.util.LinkedList
 369:           345          24856  [Ljava.security.ProtectionDomain;
 370:           536          24856  [Lorg.apache.commons.beanutils.DynaProperty;
 371:           514          24672  sun.nio.cs.StreamEncoder
 372:           755          24160  java.io.ObjectStreamClass$WeakClassKey
 373:           299          23920  org.apache.commons.jelly.tags.core.CoreTagLibrary$2
 374:           425          23800  org.codehaus.groovy.ast.expr.ConstructorCallExpression
 375:           737          23584  hudson.model.UpdateSite$WarningVersionRange
 376:           965          23160  org.jvnet.localizer.Localizable
 377:          1444          23104  sun.reflect.BootstrapConstructorAccessorImpl
 378:           959          23016  java.util.zip.ZStreamRef
 379:           719          23008  io.jenkins.blueocean.rest.impl.pipeline.BranchImpl
 380:           953          22872  org.kohsuke.stapler.jelly.groovy.GroovyClassTearOff
 381:           953          22872  org.kohsuke.stapler.jelly.groovy.GroovyServerPageTearOff
 382:           953          22872  org.kohsuke.stapler.lang.Klass
 383:           475          22800  org.codehaus.groovy.reflection.CachedClass$1
 384:           475          22800  org.codehaus.groovy.reflection.CachedClass$2
 385:           475          22800  org.codehaus.groovy.reflection.CachedClass$3
 386:           475          22800  org.codehaus.groovy.reflection.CachedClass$4
 387:           475          22800  org.codehaus.groovy.reflection.CachedClass$5
 388:           475          22800  org.codehaus.groovy.reflection.CachedClass$6
 389:           475          22800  org.codehaus.groovy.reflection.CachedClass$7
 390:           475          22800  org.codehaus.groovy.reflection.CachedClass$8
 391:           356          22784  io.jenkins.blueocean.rest.impl.pipeline.FlowNodeWrapper
 392:          1262          22760  [Lorg.codehaus.groovy.ast.ClassNode;
